Reaction #,Plate,Rxn_Plate_Row,Rxn_Plate_Col,Prod_Smiles,Rxn_Plate,Product_theoretical_umol,Target Mass,ArX_ID,ArX_Smiles,ArX_umol,ArX_equiv,ArX_conc_M,ArX_nL,Acid_ID,Acid_Smiles,Acid_umol,Acid_equiv,Acid_conc_M,Acid_nL,Catalyst_ID,Catalyst_Smiles,Catalyst_umol,Catalyst_equiv,Catalyst_conc_M,Catalyst_nL,Additive_ID,Additive_Smiles,Additive_umol,Additive_equiv,Additive_conc_M,Additive_nL,Solvent_ID,Solvent_nL,Solvent_Smiles,Quench_Solvent1_ID,Quench_Solvent1_Smiles,Quench_Solvent1_uL,Quench_Additive1_ID,Quench_Additive1_Smiles,Quench_Additive1_conc_M,Solution_Base_ID,Solution_Base_Smiles,Solution_Base_umol,Solution_Base_equiv_rel_to_solute,Solution_Base_conc,Solution_Base_solute,Solution_Photocatalyst_ID,Solution_Photocatalyst_Smiles,Solution_Photocatalyst_umol,Solution_Photocatalyst_equiv_rel_to_solute,Solution_Photocatalyst_conc,Solution_Photocatalyst_solute,Solution_Ligand_ID,Solution_Ligand_Smiles,Solution_Ligand_umol,Solution_Ligand_equiv_rel_to_solute,Solution_Ligand_conc,Solution_Ligand_solute,CAD Yield,UV210_Prod AreaAbs,UV254_Prod AreaAbs
2942,4,11,14,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4ccc5c(c4)ncn5Cc6ccc(cc6)OC)CN(CC2)C(=O)C7CC7,20hr_25C,0.1,552.28,MFCD09972169,COc1ccc(cc1)Cn2cnc3c2ccc(c3)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,66.6,119522.4,33649.6
2943,4,11,15,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4cnc5nncn5c4)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,434.22,MFCD09994391,c1c(cn2cnnc2n1)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,15.7,14656.2,3514.2
2944,4,11,16,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4ccnc(n4)N)CN(CC2)C(=O)C5CC5,20hr_25C,0.1,409.22,MFCD09999168,c1cnc(nc1Br)N,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,52.4,35727.9,6376.6
2945,4,11,17,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4ccc5c(c4)ncc(n5)O)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,460.22,MFCD09834132,c1cc2c(cc1Br)ncc(n2)O,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.6,21468.5,3322.1
2946,4,11,18,CCOC(=O)c1cnn2c1ncc(c2)C3CCN(CC3)C(=O)c4c5c(n(n4)C)CCN(C5)C(=O)C6CC6,20hr_25C,0.1,505.24,MFCD10574908,CCOC(=O)c1cnn2c1ncc(c2)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,1.2,10007.3,4146.0
2947,4,11,19,Cn1cc(nn1)C2CCN(CC2)C(=O)c3c4c(n(n3)C)CCN(C4)C(=O)C5CC5,20hr_25C,0.1,397.22,MFCD10696344,Cn1cc(nn1)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,15.5,25768.2,6554.3
2948,4,11,20,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4c5ccccc5ncn4)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,444.23,MFCD10697879,c1ccc2c(c1)c(ncn2)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.3,0.0,0.0
2949,4,11,21,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4cccc5c4cncn5)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,444.23,MFCD11036107,c1cc2c(cncn2)c(c1)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.3,0.0,0.0
2950,4,11,22,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4ccn5c(n4)ccn5)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,433.22,MFCD11042744,c1cnn2c1nc(cc2)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,5.9,7468.6,1761.6
2951,4,11,23,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4cc5cn[nH]c5c(c4)Cl)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,466.19,MFCD11044588,c1c(cc(c2c1cn[nH]2)Cl)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,3.4,34830.9,6353.3
2952,4,11,24,CCOC(=O)c1nc(cs1)C2CCN(CC2)C(=O)c3c4c(n(n3)C)CCN(C4)C(=O)C5CC5,20hr_25C,0.1,471.19,MFCD11044971,CCOC(=O)c1nc(cs1)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,1.2,10699.4,5743.1
2953,4,12,1,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4c5cc(ccc5[nH]n4)C(=O)OC)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,490.23,MFCD26227391,COC(=O)c1ccc2c(c1)c(n[nH]2)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,7.4,25739.2,3351.3
2954,4,12,2,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4csc5c4ccnc5)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,449.19,MFCD11052627,c1cncc2c1c(cs2)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,39.9,44175.2,14152.9
2955,4,12,3,CC(=O)Nc1c(cc(cn1)F)C2CCN(CC2)C(=O)c3c4c(n(n3)C)CCN(C4)C(=O)C5CC5,20hr_25C,0.1,468.23,MFCD11053869,CC(=O)Nc1c(cc(cn1)F)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,8.9,13412.8,4698.5
2956,4,12,4,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4nc(co4)CO)CN(CC2)C(=O)C5CC5,20hr_25C,0.1,413.21,MFCD11109413,c1c(nc(o1)Br)CO,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,0.0,0.0
2957,4,12,5,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4ccccc4C5CC5)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,432.25,MFCD11109720,c1ccc(c(c1)C2CC2)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,7.6,40754.2,9212.5
2958,4,12,6,B1(OC(C(O1)(C)C)(C)C)c2ccc(cc2)C3CCN(CC3)C(=O)c4c5c(n(n4)C)CCN(C5)C(=O)C6CC6,20hr_25C,0.1,518.31,MFCD11110553,B1(OC(C(O1)(C)C)(C)C)c2ccc(cc2)Br,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,20.9,59684.4,16484.8
2959,4,12,7,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4ccc5c(c4)sc(n5)C(F)(F)F)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,517.18,MFCD11111710,c1cc2c(cc1Br)sc(n2)C(F)(F)F,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,5.3,26639.7,8850.1
2960,4,12,8,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4cccc(c4)c5ncc(cn5)N)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,485.25,MFCD11180854,c1cc(cc(c1)Br)c2ncc(cn2)N,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,0.0,0.0
2961,4,12,9,Cn1c2c(c(n1)C(=O)N3CCC(CC3)c4ccc5c(c4)cc(s5)C#N)CN(CC2)C(=O)C6CC6,20hr_25C,0.1,473.19,MFCD11227156,c1cc2c(cc1Br)cc(s2)C#N,0.1,1,0.333,300.3003003,MFCD12028281,Cn1c2c(c(n1)C(=O)N3CCC(CC3)C(=O)O)CN(CC2)C(=O)C4CC4,0.15,1.5,0.3,500,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,1,100,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,7.1,53308.5,13674.4
